"","call_out","class_size","experience"
"162",30.6259654467688,24.4497631384898,13.9700312480762
"163",31.0930300340491,24.7538294259365,15.1311082974756
"164",26.6709727215514,20.1644387437564,14.4799541161316
"165",30.1041060172477,23.5248533254175,13.3537929478726
"166",29.385903742792,23.2469442426663,14.5727153722313
"167",29.4276237317388,22.08332092117,13.2680830328333
"168",30.5337682178094,23.3142893840702,13.7183968760854
"169",29.7493447028647,22.1273601172638,13.7231590663351
"170",29.2514311444145,22.7226553941394,12.9702175885844
"171",30.5435250602775,23.0158706012513,14.5089021473802
"172",29.7328966595543,23.0869362911175,13.7865839596374
"173",29.9455109121022,23.8140988369956,16.0877778193333
"174",28.3918368853171,19.7604842886872,12.0326139008781
"175",30.4617988183237,24.1083351972479,14.2990466693969
"176",30.8979494542801,23.8633385278626,12.7929449322534
"177",30.0371084506201,22.8049718325719,13.7634682201154
"178",29.4986357494981,22.5579741547587,12.923283963956
"179",29.4358203115549,22.9300095275036,14.6315529734965
"180",30.1123711115134,24.1562629378125,15.0465369895399
"181",31.0563482982079,24.0811941416227,14.1835566939054
"182",29.0165193936707,21.3554955930501,13.5831836272647
"183",30.4665648844785,23.7148784101143,15.5493554656049
"184",30.7755359466694,23.7767950852261,13.5559603976613
"185",30.1941038565079,23.30079574488,14.0907852805358
"186",30.175779059829,23.173938392619,13.8866494797591
"187",28.9299623438115,21.9364349907208,14.1142672501609
"188",29.862036363914,23.0028009572752,14.0783893814607
"189",29.1681378115203,22.0891388084706,13.1569788858886
"190",30.4397104083706,23.859084360309,14.9702324534078
"191",29.5999585810886,23.1973976787101,14.6096443286238
"192",30.3001877157276,23.3281688345491,13.9760297343074
"193",29.8147205611389,23.3090249372187,14.9157261041492
"194",30.6590643564276,23.5963604551951,12.4355727749582
"195",31.4608743115787,24.3409681226432,14.776091791952
"196",28.0951271187303,21.2613163174525,14.8070855899247
"197",29.2942938319169,22.7430572908244,14.6136762629543
"198",31.3683466646158,23.8217206116429,13.2581250659747
"199",30.4003472791767,23.470045410737,12.9600950808247
"200",31.6370810528882,23.4238764200587,13.3441742268752
"201",27.9107660480727,21.3382856728536,15.6837471275622
"202",28.5766513527609,22.3254070682851,15.3878089242455
"203",30.4060114356432,23.6004305135247,15.5253071191541
"204",29.5186577428612,22.4541441112893,14.1187859290871
"205",30.3197652030558,23.2005442302022,13.0951819363739
"206",30.0145297877652,24.3174379881209,15.1026550128027
"207",30.8734331884574,23.0982441514885,12.2907995253743
"208",30.735534879923,23.3296537546478,13.7443308271664
"209",28.4325725721238,21.6946587473886,15.0924499730241
"210",29.8098572391164,22.8980039967322,12.7245872832758
"211",30.1043392703658,22.183862825895,12.6000450322343
"212",29.5946203123129,23.0990518846988,14.4740665844727
"213",28.6839537301338,22.5404140107278,15.9012104041113
"214",30.8511460471393,22.901043063732,13.3092881425468
"215",31.0934248340341,23.5390209385047,13.0947140179298
"216",28.5755153756195,21.0169227553557,13.6550678450953
"217",30.11537618902,24.1644517682543,15.1882745865641
"218",30.807801534363,23.3150226068782,13.141014347546
"219",30.9159975582979,24.0929582686814,12.6807286145507
"220",31.5098412274878,23.6370792354894,12.9561559787032
"221",30.4202236102224,23.44770684502,13.1888430184834
"222",29.1599686041878,22.4809567427681,13.4782017424599
"223",28.674386520017,22.4409482384005,14.8048805809423
"224",29.4461906896699,22.3444923722107,14.5661614239027
"225",30.3596127925873,23.4708296007143,14.3651153525727
"226",29.5049687085881,23.1503221968489,13.1910558276659
"227",30.1093081904578,24.3966709531084,14.2391881230974
"228",30.8346708523186,22.5236771717814,10.8558669838929
"229",28.8456358467633,22.8540262957057,15.2308842039062
"230",30.9779013719553,23.9750658555939,13.8972335754402
"231",28.0077751827923,21.2182235636433,14.1264145585848
"232",29.9477514686027,23.3646534504997,14.3768013618196
"233",29.9545740106197,22.2615825193169,12.9331529709829
"234",30.9194886500178,23.2629890783687,13.2560319189915
"235",30.4504013956703,23.6459329538876,13.8898970343284
"236",31.5057184162244,23.4533679397987,12.182308459582
"237",29.7475275608897,23.5505141047538,13.705193775711
"238",29.4214385661249,22.7759238302503,14.0056764967432
"239",29.7740854010261,22.5385127434634,13.861276700134
"240",30.7670940423249,23.2684675288269,12.5013258879708
"241",30.8241741532438,24.0241428534659,14.947907905677
"242",30.3271286138383,23.1152529443336,12.3140157100025
"243",28.852645275348,20.9075237806707,13.1229907771913
"244",31.3320058528995,23.6100542736825,13.2010788432897
"245",30.0966268739333,23.7325918341213,15.4389463728661
"246",28.1335283679197,21.3616626461479,14.6506185288405
"247",30.2894983154098,22.9952837483311,14.3163122819191
"248",31.2804205210061,24.1760549516395,13.3720862296133
"249",30.6916720109474,23.6354867282793,14.0949870891863
"250",29.2132156043263,23.0674679959119,14.6176605833933
"251",30.1455850266104,23.7671066625599,14.4851788722735
"252",30.5302560970609,23.9573395048509,15.1803603351896
"253",30.2515289269262,23.130694646965,13.0940807519233
"254",29.8479787257508,22.9281898847066,13.8403906959382
"255",28.6779382799526,21.498521987373,14.9814185952441
"256",30.0627666767192,23.3674186581796,14.776683030269
"257",29.0991187977238,21.7930457478505,14.0563323555655
"258",29.5801201352516,22.470454098609,14.9157150701928
"259",30.0909413208243,22.9415852888889,13.4170984605528
"260",31.4353931201003,24.3014485807662,13.1918171253148
"261",30.6741506061335,23.6340289423761,14.9248752458949
"262",30.2160853488609,23.0680386068835,11.8793635549346
"263",30.0266701502106,22.9622453620219,14.2661505852025
"264",28.6947405958364,22.1838824555517,15.2715985739589
"265",28.1824940442422,20.4688680519361,14.5202143812196
"266",28.4109909094382,21.9071406539352,15.0264263614415
"267",30.2314227362735,22.7944752617406,13.3126420472021
"268",31.3844425540227,24.9160744546414,13.5062732625636
"269",30.293644885184,23.4269071586347,13.8570069618449
"270",29.6538343283374,23.1534121234427,13.8760079180342
"271",29.4215366554915,21.6103546113676,13.1020811178852
"272",29.1000273520097,22.0595454672626,14.1364257088363
"273",29.3202551148266,22.1425584984964,13.3897941409169
"274",31.4406930171218,24.0437295669017,13.279243210777
"275",29.4221803269792,22.345871225265,15.3732966718427
"276",30.3186927094321,23.3206647121224,13.2573915184877
"277",29.9578490640782,22.7150977739179,14.0785382403435
"278",29.927514868805,22.9671694790921,14.1232415970961
"279",29.3479199983276,22.7784195622888,13.8270700681604
"280",29.5322291231328,23.6527018819247,14.5935939416058
"281",31.9169630056991,24.1907253146622,13.612067411519
"282",29.6417766759875,22.062776099028,14.5347896053651
"283",29.9862512978508,22.0321218359246,13.4042527398516
"284",30.0533564477254,23.3031288348543,13.4497421242243
"285",29.8490441799808,22.7193617717876,13.3795782133065
"286",30.2946624893496,22.6383379681696,14.7059700967908
"287",29.8762868676847,23.0915124081074,15.2422737017794
"288",28.6034350310963,21.2090893379481,14.1162949815884
"289",30.8184116136194,21.9130470475618,12.0365338099368
"290",29.6343727661139,22.7656769445217,13.1204345567648
"291",28.8266680649024,21.6953031572698,13.401169423198
"292",28.7623653686788,22.6446796065016,15.3707544132059
"293",28.7810772319417,22.1279509473244,14.4245143967387
"294",30.1797824669145,24.3748431139536,15.1955521948423
"295",28.0522423790074,21.3529812307157,14.977124035856
"296",30.00626495475,22.3736162474837,12.5271296927423
"297",27.933339142192,21.7375807168251,14.9126795395131
"298",31.8060531419971,23.4978642914301,13.1010967542806
"299",29.9941762240375,22.967978930343,14.0135373939578
"300",28.2266535809958,22.3778727966087,14.0013345070945
"301",30.626920921062,23.6521128641518,13.6178670410155
"302",30.1452766967641,24.1076749900012,13.1792119720397
"303",30.7031843013452,24.6500609148843,15.5228593980736
"304",30.9924195031043,24.4517634338621,15.1679195270242
"305",30.3601609856466,23.1607049375817,12.9657505550635
"306",29.6560238944032,22.7908209256033,14.2818504902328
"307",31.9408619605155,25.1768912579795,14.5411621203234
"308",29.6184120874115,23.3322684083097,15.0661980468488
"309",29.1990382550458,21.2382372372987,13.6652710328352
"310",28.3650615477086,21.3249422962962,16.144743591781
"311",28.9875934383296,21.3813857417941,13.8023151815515
"312",29.4870261314682,22.1615137342756,14.4494627681488
"313",32.2143814181347,24.0881258009738,13.9155843712374
"314",30.6987198628861,22.8063382673081,11.9857455761646
"315",30.3925463444644,23.2224954410434,13.7898004818425
"316",29.1111309903732,21.8866752828626,12.0377981600308
"317",30.2387589766115,22.3305786755488,12.094614677477
"318",31.0662427172716,24.3678197196851,13.8760778198407
"319",28.3091964188103,21.6647204138439,14.8012970755967
"320",29.0723853594815,22.5450297199737,15.2060729276043
"321",29.7092106801194,22.9679667025604,14.4150799993044
"322",28.8047615012629,21.7108318556722,13.6848523944778
"323",30.7682983829534,24.4264238824263,12.5710417478396
"324",29.5875595932534,22.4593509977748,15.0932692424285
"325",30.544421853197,23.9002378408806,15.295331592436
"326",28.848499551535,23.1053352352242,14.7578945645778
"327",30.0499448429292,23.1327663494865,14.1918538910959
"328",29.7332366311456,22.0907952266505,14.2796403771724
"329",29.0045064124601,22.0591063765681,16.1358755219861
"330",30.7706340369158,21.462055202142,11.9106884144088
"331",28.8063410257647,22.6085884064437,15.1788476125269
"332",31.3899455032442,23.7820713525987,13.5991400486555
"333",31.1218403840108,22.883976195675,12.8762472410685
"334",28.2819544852941,22.1468707939342,15.153490855291
"335",29.8486677581364,22.1467516664516,13.2445122779869
"336",32.0330402136762,24.8978472725075,13.7600986883174
"337",31.6108139403329,24.0055359535433,13.919832333501
"338",30.2444325765629,23.1780417603068,14.1039145750063
"339",29.2457453861845,21.5504502460665,12.466952620525
"340",30.2016518509391,23.0473646571685,14.1786388858191
"341",29.18034254899,22.4846722572344,13.5954539059438
"342",29.2832540572178,21.7198921413304,13.686245923237
"343",28.3866937827358,21.1229463068898,13.3244018785717
"344",30.141603327486,22.3989473319372,12.985727135612
"345",30.1701864954736,22.6609178289654,13.2074048903022
"346",31.6684821572298,24.9935659365678,14.7025694740154
"347",29.6782753698187,23.3467204826476,14.6085435283922
"348",30.5067164702262,23.6424970917977,14.0815351925199
"349",30.7073863209338,24.6435197996313,15.2965099375628
"350",30.1923072966314,23.665246852753,15.5450964942874
"351",29.4268238981001,22.0057323393486,15.3793957404547
"352",32.1546152900022,24.1834406358364,12.3557663267417
"353",30.0143409142571,24.2170163788373,15.1003187147746
"354",29.6246800588559,23.0752140773871,13.7117408188629
"355",30.8896950294129,23.6945064711398,13.5110167769632
"356",29.8964124430496,22.5744130634058,14.4350028024691
"357",29.9336280807685,22.3441210878082,14.3382532662008
"358",29.8067787649241,23.079547767132,13.3977621323049
"359",32.3597254469053,25.4457748752262,13.9404081387282
"360",27.5781373402632,20.4884189440654,14.3092439760189
"361",30.2160329471207,22.984122062956,13.3912166813346
"362",29.0943509775598,22.5937041797227,13.810776761581
"363",29.9420141738807,22.3170299343238,13.4283795285942
"364",28.5413591891686,22.5712274079903,14.2324727932758
"365",29.3793847246053,22.0801653063017,14.2237077494121
"366",29.8505960127412,23.4198872820633,13.481455691362
"367",29.5178120637822,22.9211725221141,14.5134498135248
"368",31.021003189507,23.1536693919694,11.9738892874858
"369",28.9907170460935,22.4852360111893,14.4153900512637
"370",30.2418785493065,23.8933315369965,14.6575777266643
"371",27.7039476233834,21.0896239085363,15.5959137013368
"372",31.7360853569728,25.0659449329908,15.7814642202037
"373",30.5072753174995,23.152426215153,13.2606626239809
"374",29.1348948975421,22.0084951283381,13.244396656832
"375",29.3228231348086,22.8216318464712,14.3847860803981
"376",30.8707752261617,22.700339452047,12.3068744078826
"377",30.7617333744795,24.4700039389581,14.8063728008404
"378",29.5729989879384,22.7999629657699,12.8752656418547
"379",29.9905196215011,23.1764451760205,14.4171983355249
"380",31.9758475856396,24.2605559510859,13.256785550562
"381",30.2594479191161,21.9260112303557,11.8017884563306
"382",30.2021344480647,22.5542206292126,14.4926372172312
"383",30.5023669754842,21.8612129467799,13.278892566386
"384",31.0990590482565,24.1666757831444,14.6368603024147
"385",29.6852396182307,21.6457822373216,11.7912113937095
"386",28.9770163202571,21.4380451369651,14.4206358310231
"387",29.8167865518062,22.0113495489815,13.2163712480279
"388",31.5166192842046,23.9882663313013,14.9745837151133
"389",30.5602640382038,23.0237000559848,13.2199477861914
"390",29.5537509584678,23.0978141324976,14.971232272548
"391",30.8626998307242,23.2050230209197,13.4598156157708
"392",32.1318108537331,24.9255816310404,13.5165425369491
"393",29.1274187247909,22.7003677955031,15.6927297691184
"394",31.1754528806602,23.1715316470812,13.2594508723931
"395",30.1134381245969,24.5118515448341,15.4176228329462
"396",28.3259123374303,22.1817569631175,15.3100556028875
"397",30.4800562457196,24.3570962167771,14.9133693409692
"398",29.1367594935687,21.560398146507,12.0121134570808
"399",31.2473196194948,24.0443839669406,13.4774271549412
"400",30.343274092323,22.841370608803,12.4503889089522
"401",30.1752855214062,23.2143007703966,14.7758288065786
"402",31.3435328469034,24.2398852532238,14.9629164639935
"403",30.5000568055761,23.4727257580847,13.1516938847228
"404",30.1654944084607,22.731823688132,13.5515910476091
"405",29.5504430402788,21.6909974240084,12.6914568639231
"406",31.3155167107285,24.9907757634847,14.1640524912217
"407",30.2869502056813,23.833002559081,15.3142003085042
"408",29.2119356077965,21.8274382854819,12.5193908641896
"409",30.4085475550522,22.9991504517121,12.0023668810971
"410",29.2564442465662,23.6557071996566,14.948800400273
"411",29.8267887678976,22.7148599612744,15.6158714403362
"412",29.6819911341481,22.9362083229416,14.4171434832282
"413",29.2694989843038,22.5874313164288,14.3840209485413
"414",30.5070131475686,22.546414151175,13.5338006624887
"415",30.8812674993535,23.0303378473161,14.4387599361398
"416",32.422496328387,25.3372512614152,12.7165463826548
"417",29.6438332270408,24.1600798752795,15.7777236618694
"418",29.5994057545082,22.4560665807312,13.6904769571603
"419",29.377985762075,21.6038951789081,11.0151199809964
"420",30.3515898701093,23.8302461664683,14.2430591326314
"421",28.3494402083182,20.9393191414374,13.3154549674292
"422",29.5346480968654,23.1862524762045,14.8067005600694
"423",30.3971007746448,21.9027864150041,12.7565137578619
"424",28.8435178581998,21.7118539761952,14.1526087486411
"425",30.6948209158199,23.7675821323717,14.17421784936
"426",30.8486110101674,22.9529744306417,13.8673348810492
"427",28.1874717503709,19.7584212854508,13.0210411409404
"428",30.0238526867734,22.4957311405045,12.6120895926011
"429",28.4865810965594,21.2049237834924,13.6717559573184
"430",31.0393143132512,25.1376313690548,15.0145654116649
"431",30.0309742664799,23.2719328156783,13.7473677015456
"432",29.1916451404108,23.4875261140315,15.1608921138724
"433",29.8510232852791,22.6586942689135,14.3311830528881
"434",30.9576991484185,23.7514118955101,13.2110004648188
"435",30.0282702313499,23.3040479869137,15.1392766316632
"436",31.0813165441337,23.5536798346858,12.5718551744041
"437",28.8482312856957,23.2744411834904,15.4519634074588
"438",28.6269632743432,22.6303909943363,15.069252260221
"439",32.3059391600138,24.9505166802751,13.750351892483
"440",28.5774522590372,22.295258383095,14.8220809098481
"441",30.8477024359598,24.5021337943668,13.6714334354915
"442",29.2091807544605,22.7766648528449,13.5279094682192
"443",29.2462769880334,22.4075676624574,13.8006091939967
"444",30.322049680637,22.8629489941016,13.4065209221457
"445",30.4468496517609,24.1417000920628,14.9488990417379
"446",29.6675887627909,23.2073224889704,14.5585102566212
"447",29.5676259404735,22.5806215889095,14.0177185168703
"448",29.2513012416046,21.7446789674783,13.1857889164481
"449",32.1862564969907,24.7474019598781,13.8081051926429
"450",31.677389997456,24.0462377341177,12.5724265981122
"451",28.6495217164672,21.4171272975508,13.5952699472643
"452",28.7416430169228,22.9552551946338,16.2012666986376
"453",29.4466849970629,22.283071430726,12.68931077546
"454",29.3456264759269,22.041180028963,13.3566960921631
"455",28.834967327605,22.2526495024152,13.5658649271606
"456",32.9707161973948,24.8115862809911,12.8189523903197
"457",29.0600362094472,21.5200959307023,13.2787343095269
"458",30.0277791333608,23.7834336300888,13.4656654746689
"459",29.5538843860003,22.6661773649749,12.9395893727653
"460",30.3492504648157,23.6384405004901,15.266846692402
"461",28.60305513045,22.7779132237729,14.1176044897143
"462",30.4342946162174,23.4980565731421,14.7894744652047
"463",29.6779494593226,21.9151303815669,12.8506897886165
"464",30.2090307172748,23.5013611813482,13.7919839731277
"465",30.8784866793567,24.3181322818527,14.1337461354908
"466",28.51180143096,22.2482932980816,14.3022731536667
"467",28.9999888985778,22.608733325587,14.1015485162185
"468",28.3207525796925,21.1372978153218,13.4804307279646
"469",29.6366626717746,23.0183375077364,13.2583554879689
"470",28.8716626723073,21.9025214725138,13.9117535555789
"471",28.0151769084419,21.0466388806764,13.7532798942231
"472",30.2501561552334,23.5189991886236,14.6601029724334
"473",31.2652430082044,24.7634413796082,15.3401418589732
"474",30.1919031556267,23.6761767859084,15.2078030018632
"475",30.3207726977879,23.2218194512554,14.407484693785
"476",29.9002862760322,22.7825438950356,13.9498859537031
"477",28.1454203167441,21.843382190952,14.9766978817307
"478",30.3209413005355,23.0306826418556,13.1295229754242
"479",29.9413565637701,22.4712251620903,14.512293581701
"480",30.58714080037,22.9150001497448,14.2695496828692
"481",30.2696053202284,21.9529898501687,11.8299867543049
"482",29.3020319254784,23.701098413139,15.7768486805859
"483",28.8948676227149,21.2163970154416,13.1609147288251
"484",30.3745424235101,21.5833020259106,11.6777063782541
"485",29.048193272166,22.6083261266794,14.0855243962221
"486",29.5025390410329,22.101206098427,14.4542832204333
"487",28.7494472026034,22.5220744561189,14.0886262719789
"488",30.4970397986191,23.6126261099898,13.942727193406
"489",28.8347643603535,20.7840657498032,13.5003821677401
"490",30.3316101776471,23.5660809196425,14.4551322386919
"491",30.1580200461491,23.4893400168683,15.3562620831326
"492",28.6773527739598,21.442628826785,13.6013453293555
"493",28.5365255438716,22.1416570845606,14.5815010088118
"494",31.3894658153258,23.5725058332513,13.5707116414598
"495",30.9333811266943,23.6765235037047,13.7258695407
"496",31.1237697833956,24.7046319180785,14.4747086748421
"497",29.5034048251623,23.2266033726976,14.1766416177459
"498",29.765985936094,23.5476798308171,15.9178050124034
"499",29.5792183819972,22.6314810755716,13.7469613544038
"500",29.5229676494981,22.9337535310565,15.6495774814235
"501",30.8555249608426,23.1347955126185,13.5026370222239
"502",31.4201880140026,23.3839208344016,13.6960808056571
"503",29.0325175965776,21.9539490824298,13.9905483402633
"504",29.2886565217959,22.4088839273519,14.5110804398169
"505",31.3313373639113,24.6173895220752,13.9572841630117
"506",29.9123391951078,23.2994017171233,14.0308894659296
"507",30.2597334153303,24.5592136786922,14.0434162382437
"508",31.7790909130235,24.8034094168641,12.517094589287
"509",30.0244592406045,22.6305611978215,13.8881282924669
"510",30.4178034314606,22.9636870465551,14.7797888712856
"511",29.6845532847928,23.8047374996314,14.8026063517458
"512",29.9420887775968,22.7757064275292,14.4678468294449
"513",28.9882323598064,22.5896233507753,14.8837809140141
"514",29.9242507064398,22.9736575370795,14.9462048074946
"515",30.9642992636792,23.4041672162968,14.5926986775388
"516",30.5007092526273,23.7790756033174,13.4654980936119
"517",29.645780820644,23.5134843363384,13.5732963841729
"518",29.5811773350018,23.0355701791356,14.6482360253795
"519",31.2059825146374,23.5935847657801,13.340321768836
"520",30.4144315203163,22.9015930982383,13.9266818003297
"521",29.1864213913938,21.9934122596317,14.2502871152275
"522",30.1954522442771,22.4984686521089,12.4464971426469
"523",31.3795276624102,23.0751163890531,14.4550853049957
